,pairs1,pairs2,residual,Pvalue,correlation,pairs1_name,pairs2_name,pairs1_industry,pairs2_industry
0,000001.XSHE,000166.XSHE,-3.75577999695,0.0155098774066,0.950925907636,平安银行,申万宏源,货币金融服务,资本市场服务
1,000001.XSHE,002673.XSHE,-3.46612740568,0.0355185859971,0.951617868687,平安银行,西部证券,货币金融服务,资本市场服务
2,000001.XSHE,300015.XSHE,-3.89050182529,0.0102227882127,-0.856654580439,平安银行,爱尔眼科,货币金融服务,卫生
3,000001.XSHE,300144.XSHE,-3.50505463668,0.0319499290092,-0.847758015984,平安银行,宋城演艺,货币金融服务,文化艺术业
4,000001.XSHE,600050.XSHG,-3.42866867287,0.0392645706412,0.922121671881,平安银行,中国联通,货币金融服务,电信、广播电视和卫星传输服务
5,000001.XSHE,601600.XSHG,-3.89046860957,0.0102238635803,0.92356574172,平安银行,中国铝业,货币金融服务,有色金属冶炼和压延加工业
6,000001.XSHE,601766.XSHG,-3.863080086,0.0111457264372,0.947819376011,平安银行,中国中车,货币金融服务,铁路、船舶、航空航天和其他运输设备制造业
7,000001.XSHE,601818.XSHG,-3.41822089512,0.040366617356,0.850382821989,平安银行,光大银行,货币金融服务,货币金融服务
8,000001.XSHE,601888.XSHG,-3.82464438049,0.0125641689557,-0.843724106676,平安银行,中国国旅,货币金融服务,商务服务业
9,000002.XSHE,000166.XSHE,-3.5302121573,0.0298094897006,0.874193697694,万科A,申万宏源,房地产业,资本市场服务
10,000002.XSHE,000671.XSHE,-4.84073016324,0.000319639498268,0.954261391506,万科A,阳光城,房地产业,房地产业
11,000002.XSHE,000709.XSHE,-3.90141467805,0.0098749043913,0.889320289411,万科A,河钢股份,房地产业,黑色金属冶炼和压延加工业
12,000002.XSHE,000776.XSHE,-3.50693957942,0.0317851486058,0.938290268681,万科A,广发证券,房地产业,资本市场服务
13,000002.XSHE,002241.XSHE,-4.06292478598,0.00582891682643,0.800506530618,万科A,歌尔股份,房地产业,计算机、通信和其他电子设备制造业
14,000002.XSHE,002555.XSHE,-4.5953989781,0.000849905706052,0.829964566197,万科A,三七互娱,房地产业,互联网和相关服务
15,000002.XSHE,002594.XSHE,-4.68006443616,0.000610217315645,0.886283812156,万科A,比亚迪,房地产业,汽车制造业
16,000002.XSHE,600009.XSHG,-3.37847621284,0.0447979776305,-0.77406512588,万科A,上海机场,房地产业,航空运输业
17,000002.XSHE,600015.XSHG,-4.15270880065,0.00429739576242,0.931421479545,万科A,华夏银行,房地产业,货币金融服务
18,000002.XSHE,600016.XSHG,-3.74341483934,0.0160988794618,0.919240353171,万科A,民生银行,房地产业,货币金融服务
19,000002.XSHE,600025.XSHG,-3.54318673145,0.0287542383309,0.621740683181,万科A,华能水电,房地产业,电力、热力生产和供应业
20,000002.XSHE,600048.XSHG,-3.4917620849,0.0331326818186,0.923268098705,万科A,保利地产,房地产业,房地产业
21,000002.XSHE,600157.XSHG,-3.63131025113,0.0223984582184,0.862972991801,万科A,永泰能源,房地产业,煤炭开采和洗选业
22,000002.XSHE,600362.XSHG,-3.72345369219,0.0170912324136,0.885263734292,万科A,江西铜业,房地产业,有色金属冶炼和压延加工业
23,000002.XSHE,600487.XSHG,-3.74692669601,0.0159296285409,0.719335844042,万科A,亨通光电,房地产业,电气机械和器材制造业
24,000002.XSHE,600522.XSHG,-4.06801854592,0.00573025692814,0.747013921302,万科A,中天科技,房地产业,电气机械和器材制造业
25,000002.XSHE,600663.XSHG,-3.90500468961,0.0097627969564,0.868978217976,万科A,陆家嘴,房地产业,房地产业
26,000002.XSHE,600703.XSHG,-3.66718438098,0.0201826553878,0.703382301492,万科A,三安光电,房地产业,计算机、通信和其他电子设备制造业
27,000002.XSHE,600741.XSHG,-3.404831152,0.0418167040878,0.710920124731,万科A,华域汽车,房地产业,汽车制造业
28,000002.XSHE,600795.XSHG,-3.80442097697,0.013373011116,0.804858482825,万科A,国电电力,房地产业,电力、热力生产和供应业
29,000002.XSHE,600919.XSHG,-3.63987634114,0.0218510385372,0.886931004107,万科A,江苏银行,房地产业,货币金融服务
30,000002.XSHE,600958.XSHG,-4.28174304659,0.002733386962,0.875819873158,万科A,东方证券,房地产业,资本市场服务
31,000002.XSHE,601169.XSHG,-4.22211095445,0.00337614120354,0.89666588149,万科A,北京银行,房地产业,货币金融服务
32,000002.XSHE,601328.XSHG,-3.7173633758,0.0174045017012,0.881749648105,万科A,交通银行,房地产业,货币金融服务
33,000002.XSHE,601360.XSHG,-4.62048512305,0.000770970306964,0.853214279577,万科A,三六零,房地产业,互联网和相关服务
34,000002.XSHE,601899.XSHG,-3.94258993743,0.00865569943195,0.913252089866,万科A,紫金矿业,房地产业,有色金属矿采选业
35,000002.XSHE,601933.XSHG,-3.85620680617,0.0113883970625,0.912470192778,万科A,永辉超市,房地产业,零售业
36,000060.XSHE,000623.XSHE,-4.03085794716,0.00648620405035,0.975576105242,中金岭南,吉林敖东,有色金属冶炼和压延加工业,医药制造业
37,000060.XSHE,000728.XSHE,-3.7247783583,0.0170237534717,0.95280289507,中金岭南,国元证券,有色金属冶炼和压延加工业,资本市场服务
38,000060.XSHE,000783.XSHE,-3.6508139472,0.0211689603988,0.963233988199,中金岭南,长江证券,有色金属冶炼和压延加工业,资本市场服务
39,000060.XSHE,000876.XSHE,-3.76928873842,0.0148881609532,0.96497645755,中金岭南,新希望,有色金属冶炼和压延加工业,农副食品加工业
40,000060.XSHE,002081.XSHE,-4.16377170094,0.004136612497,0.976438609214,中金岭南,金螳螂,有色金属冶炼和压延加工业,建筑装饰和其他建筑业
41,000060.XSHE,002736.XSHE,-4.05406749375,0.0060041482975,0.930162148322,中金岭南,国信证券,有色金属冶炼和压延加工业,资本市场服务
42,000060.XSHE,600011.XSHG,-3.37939197906,0.0446915027855,-0.742544406617,中金岭南,华能国际,有色金属冶炼和压延加工业,电力、热力生产和供应业
43,000060.XSHE,600109.XSHG,-3.35443675995,0.047669171423,0.937010710895,中金岭南,国金证券,有色金属冶炼和压延加工业,资本市场服务
44,000060.XSHE,600176.XSHG,-4.1396230626,0.00449493905884,0.900621153118,中金岭南,中国巨石,有色金属冶炼和压延加工业,非金属矿物制品业
45,000060.XSHE,600362.XSHG,-3.89754408203,0.00999706223319,0.954305277262,中金岭南,江西铜业,有色金属冶炼和压延加工业,有色金属冶炼和压延加工业
46,000060.XSHE,600369.XSHG,-4.18798843342,0.00380368725881,0.956299632911,中金岭南,西南证券,有色金属冶炼和压延加工业,资本市场服务
47,000060.XSHE,600376.XSHG,-3.62609846604,0.0227372999326,0.953546639013,中金岭南,首开股份,有色金属冶炼和压延加工业,房地产业
48,000060.XSHE,600415.XSHG,-3.36508857841,0.0463787197777,0.954553597348,中金岭南,小商品城,有色金属冶炼和压延加工业,商务服务业
49,000060.XSHE,600704.XSHG,-3.60859765689,0.0239077664787,0.968831769343,中金岭南,物产中大,有色金属冶炼和压延加工业,批发业
50,000060.XSHE,600837.XSHG,-3.55078160744,0.0281514735535,0.972576219248,中金岭南,海通证券,有色金属冶炼和压延加工业,资本市场服务
51,000060.XSHE,600909.XSHG,-3.4177647019,0.0404153210694,0.971001465842,中金岭南,华安证券,有色金属冶炼和压延加工业,资本市场服务
52,000060.XSHE,601555.XSHG,-3.45697060041,0.0364052781879,0.950351725082,中金岭南,东吴证券,有色金属冶炼和压延加工业,资本市场服务
53,000060.XSHE,601611.XSHG,-3.42407715214,0.0397457457407,0.939980333661,中金岭南,中国核建,有色金属冶炼和压延加工业,土木工程建筑业
54,000060.XSHE,601688.XSHG,-3.50884363908,0.031619430865,0.924963309062,中金岭南,华泰证券,有色金属冶炼和压延加工业,资本市场服务
55,000060.XSHE,601866.XSHG,-3.53693547587,0.0292586129853,0.976673334176,中金岭南,中远海发,有色金属冶炼和压延加工业,水上运输业
56,000060.XSHE,601878.XSHG,-3.87109600993,0.0108685401471,0.972260522179,中金岭南,浙商证券,有色金属冶炼和压延加工业,资本市场服务
57,000060.XSHE,601881.XSHG,-3.62650587419,0.0227106535364,0.959342006325,中金岭南,中国银河,有色金属冶炼和压延加工业,资本市场服务
58,000060.XSHE,601933.XSHG,-3.73042594197,0.0167386782323,0.939646419164,中金岭南,永辉超市,有色金属冶炼和压延加工业,零售业
59,000060.XSHE,601958.XSHG,-3.39911052162,0.0424493598722,0.870939757207,中金岭南,金钼股份,有色金属冶炼和压延加工业,有色金属矿采选业
60,000063.XSHE,002450.XSHE,-3.76405686113,0.0151262935619,0.867869006166,中兴通讯,康得新,计算机、通信和其他电子设备制造业,橡胶和塑料制品业
61,000063.XSHE,002470.XSHE,-3.81033112672,0.0131319933626,0.902940898217,中兴通讯,金正大,计算机、通信和其他电子设备制造业,化学原料和化学制品制造业
62,000063.XSHE,002736.XSHE,-3.80155212212,0.0134914093797,0.862527045507,中兴通讯,国信证券,计算机、通信和其他电子设备制造业,资本市场服务
63,000063.XSHE,300033.XSHE,-3.66837316196,0.0201126158115,0.892755513175,中兴通讯,同花顺,计算机、通信和其他电子设备制造业,软件和信息技术服务业
64,000063.XSHE,600008.XSHG,-3.34854378332,0.0483957480251,0.882514068556,中兴通讯,首创股份,计算机、通信和其他电子设备制造业,水的生产和供应业
65,000063.XSHE,600009.XSHG,-4.11718307536,0.00485308028986,-0.826126617426,中兴通讯,上海机场,计算机、通信和其他电子设备制造业,航空运输业
66,000063.XSHE,600309.XSHG,-4.11008884823,0.00497160087446,-0.839828753218,中兴通讯,万华化学,计算机、通信和其他电子设备制造业,化学原料和化学制品制造业
67,000063.XSHE,600362.XSHG,-3.36772022379,0.0460643934459,0.806422723107,中兴通讯,江西铜业,计算机、通信和其他电子设备制造业,有色金属冶炼和压延加工业
68,000063.XSHE,600438.XSHG,-3.46850579774,0.035291280802,0.909220103628,中兴通讯,通威股份,计算机、通信和其他电子设备制造业,农副食品加工业
69,000063.XSHE,600705.XSHG,-3.99039069039,0.00741110557815,0.920355750158,中兴通讯,中航资本,计算机、通信和其他电子设备制造业,其他金融业
70,000063.XSHE,600999.XSHG,-3.35900496345,0.0471121527675,0.916788468558,中兴通讯,招商证券,计算机、通信和其他电子设备制造业,资本市场服务
71,000063.XSHE,601012.XSHG,-4.03747121661,0.00634539834854,0.90324258053,中兴通讯,隆基股份,计算机、通信和其他电子设备制造业,非金属矿物制品业
72,000063.XSHE,601111.XSHG,-3.82071245899,0.0127179420895,0.852914284882,中兴通讯,中国国航,计算机、通信和其他电子设备制造业,航空运输业
73,000069.XSHE,000100.XSHE,-3.6803951135,0.0194161255199,0.802701308897,华侨城A,TCL集团,房地产业,计算机、通信和其他电子设备制造业
74,000069.XSHE,000559.XSHE,-3.39346242695,0.0430818004184,0.894535621561,华侨城A,万向钱潮,房地产业,汽车制造业
75,000069.XSHE,000625.XSHE,-3.9236994003,0.00919720789556,0.908683744554,华侨城A,长安汽车,房地产业,汽车制造业
76,000069.XSHE,000630.XSHE,-3.85632221597,0.011384283841,0.912943924401,华侨城A,铜陵有色,房地产业,有色金属冶炼和压延加工业
77,000069.XSHE,000671.XSHE,-3.68495159943,0.0191576950654,0.928144556383,华侨城A,阳光城,房地产业,房地产业
78,000069.XSHE,000723.XSHE,-3.7139079504,0.0175844669841,0.787304799922,华侨城A,美锦能源,房地产业,石油加工、炼焦和核燃料加工业
79,000069.XSHE,000728.XSHE,-3.47321888334,0.0348444738604,0.869847784211,华侨城A,国元证券,房地产业,资本市场服务
80,000069.XSHE,000783.XSHE,-3.60628544194,0.0240662348882,0.880713920319,华侨城A,长江证券,房地产业,资本市场服务
81,000069.XSHE,000839.XSHE,-3.52319636183,0.030393740525,0.875258951588,华侨城A,中信国安,房地产业,电信、广播电视和卫星传输服务
82,000069.XSHE,000876.XSHE,-3.62716621647,0.0226675214799,0.947992770305,华侨城A,新希望,房地产业,农副食品加工业
83,000069.XSHE,002081.XSHE,-4.82292435095,0.000343776193645,0.92579831165,华侨城A,金螳螂,房地产业,建筑装饰和其他建筑业
84,000069.XSHE,002085.XSHE,-3.52222068571,0.0304757592938,0.814384924228,华侨城A,万丰奥威,房地产业,汽车制造业
85,000069.XSHE,002241.XSHE,-3.56351447049,0.0271651962688,0.813675595026,华侨城A,歌尔股份,房地产业,计算机、通信和其他电子设备制造业
86,000069.XSHE,002352.XSHE,-3.6748712839,0.0197334929754,0.80948888927,华侨城A,顺丰控股,房地产业,邮政业
87,000069.XSHE,002508.XSHE,-4.51046263106,0.00117706831558,0.918727478646,华侨城A,老板电器,房地产业,电气机械和器材制造业
88,000069.XSHE,002555.XSHE,-3.49393008086,0.0329372799724,0.819181493202,华侨城A,三七互娱,房地产业,互联网和相关服务
89,000069.XSHE,002558.XSHE,-3.5061078657,0.0318577672025,0.826926275768,华侨城A,巨人网络,房地产业,互联网和相关服务
90,000069.XSHE,002594.XSHE,-3.88225442219,0.0104929227235,0.862161582772,华侨城A,比亚迪,房地产业,汽车制造业
91,000069.XSHE,002608.XSHE,-3.34317401201,0.0490657478207,0.814673019375,华侨城A,江苏国信,房地产业,电力、热力生产和供应业
92,000069.XSHE,002797.XSHE,-3.43662225544,0.0384426198687,0.918443229005,华侨城A,第一创业,房地产业,资本市场服务
93,000069.XSHE,600009.XSHG,-3.37284916079,0.0454568580725,-0.717381873763,华侨城A,上海机场,房地产业,航空运输业
94,000069.XSHE,600010.XSHG,-3.41261556241,0.0409684654288,0.866727532669,华侨城A,包钢股份,房地产业,黑色金属冶炼和压延加工业
95,000069.XSHE,600011.XSHG,-3.78750278298,0.0140847222269,-0.716982704024,华侨城A,华能国际,房地产业,电力、热力生产和供应业
96,000069.XSHE,600029.XSHG,-3.80676575014,0.0132769258407,0.852249009441,华侨城A,南方航空,房地产业,航空运输业
97,000069.XSHE,600061.XSHG,-3.81142688127,0.0130877333673,0.862746677571,华侨城A,国投资本,房地产业,资本市场服务
98,000069.XSHE,600066.XSHG,-3.38044558039,0.0445692620472,0.831124896869,华侨城A,宇通客车,房地产业,汽车制造业
99,000069.XSHE,600109.XSHG,-3.33622463127,0.0499441667742,0.845946376879,华侨城A,国金证券,房地产业,资本市场服务
100,000069.XSHE,600111.XSHG,-4.23883691566,0.0031831047231,0.881564888455,华侨城A,北方稀土,房地产业,有色金属冶炼和压延加工业
101,000069.XSHE,600157.XSHG,-3.55591563511,0.0277501674217,0.829241680329,华侨城A,永泰能源,房地产业,煤炭开采和洗选业
102,000069.XSHE,600176.XSHG,-4.05553375596,0.00597481396333,0.890751042118,华侨城A,中国巨石,房地产业,非金属矿物制品业
103,000069.XSHE,600188.XSHG,-3.56715311428,0.0268888522198,0.909672783331,华侨城A,兖州煤业,房地产业,煤炭开采和洗选业
104,000069.XSHE,600208.XSHG,-3.85712298393,0.0113557807599,0.861410889882,华侨城A,新湖中宝,房地产业,房地产业
105,000069.XSHE,600219.XSHG,-3.48057669025,0.034156504169,0.881823014792,华侨城A,南山铝业,房地产业,有色金属冶炼和压延加工业
106,000069.XSHE,600271.XSHG,-3.35023026905,0.0481868849349,-0.81250106609,华侨城A,航天信息,房地产业,计算机、通信和其他电子设备制造业
107,000069.XSHE,600362.XSHG,-4.24775444074,0.00308438372832,0.942716691789,华侨城A,江西铜业,房地产业,有色金属冶炼和压延加工业
108,000069.XSHE,600369.XSHG,-3.87758593475,0.0106486418068,0.899510069913,华侨城A,西南证券,房地产业,资本市场服务
109,000069.XSHE,600373.XSHG,-3.35524401329,0.0475703460733,0.848066050666,华侨城A,中文传媒,房地产业,新闻和出版业
110,000069.XSHE,600415.XSHG,-3.90799108901,0.00967040784036,0.874370492479,华侨城A,小商品城,房地产业,商务服务业
111,000069.XSHE,600703.XSHG,-3.65636785481,0.0208297479489,0.736423947108,华侨城A,三安光电,房地产业,计算机、通信和其他电子设备制造业
112,000069.XSHE,600795.XSHG,-3.52458538858,0.0302772986131,0.853869633601,华侨城A,国电电力,房地产业,电力、热力生产和供应业
113,000069.XSHE,600820.XSHG,-3.61196970925,0.0236782771292,0.851475569502,华侨城A,隧道股份,房地产业,土木工程建筑业
114,000069.XSHE,600958.XSHG,-3.38910293203,0.0435752984729,0.89192572729,华侨城A,东方证券,房地产业,资本市场服务
115,000069.XSHE,600959.XSHG,-3.92141767702,0.00926462912241,0.856825909476,华侨城A,江苏有线,房地产业,电信、广播电视和卫星传输服务
116,000069.XSHE,601108.XSHG,-3.40903332087,0.0413570065397,0.928793260185,华侨城A,财通证券,房地产业,资本市场服务
117,000069.XSHE,601333.XSHG,-3.71067533864,0.0177543009941,0.835028082209,华侨城A,广深铁路,房地产业,铁路运输业
118,000069.XSHE,601360.XSHG,-4.35650368055,0.00208708766524,0.833007813381,华侨城A,三六零,房地产业,互联网和相关服务
119,000069.XSHE,601555.XSHG,-3.9503651568,0.008441260605,0.879409527229,华侨城A,东吴证券,房地产业,资本市场服务
120,000069.XSHE,601669.XSHG,-3.58286091127,0.025723409761,0.878067180209,华侨城A,中国电建,房地产业,土木工程建筑业
121,000069.XSHE,601878.XSHG,-3.44496899037,0.0375956209076,0.907908262827,华侨城A,浙商证券,房地产业,资本市场服务
122,000069.XSHE,601919.XSHG,-3.38561518545,0.0439734918249,0.920639334369,华侨城A,中远海控,房地产业,水上运输业
123,000100.XSHE,000157.XSHE,-3.72217045546,0.017156824445,0.81119081674,TCL集团,中联重科,计算机、通信和其他电子设备制造业,专用设备制造业
124,000100.XSHE,000402.XSHE,-4.01243533901,0.00689347846584,0.915693348315,TCL集团,金融街,计算机、通信和其他电子设备制造业,房地产业
125,000100.XSHE,000623.XSHE,-4.23366484468,0.00324168452444,0.922888719166,TCL集团,吉林敖东,计算机、通信和其他电子设备制造业,医药制造业
126,000100.XSHE,000671.XSHE,-3.68715721719,0.0190336805022,0.771018925421,TCL集团,阳光城,计算机、通信和其他电子设备制造业,房地产业
127,000100.XSHE,000725.XSHE,-3.69045310777,0.0188496693712,0.943306833876,TCL集团,京东方A,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业
128,000100.XSHE,000839.XSHE,-3.40717808047,0.041559438241,0.964643486992,TCL集团,中信国安,计算机、通信和其他电子设备制造业,电信、广播电视和卫星传输服务
129,000100.XSHE,000876.XSHE,-3.81134692708,0.0130909584223,0.865993170511,TCL集团,新希望,计算机、通信和其他电子设备制造业,农副食品加工业
130,000100.XSHE,002074.XSHE,-3.43005136323,0.0391206297086,0.93991021674,TCL集团,国轩高科,计算机、通信和其他电子设备制造业,电气机械和器材制造业
131,000100.XSHE,002202.XSHE,-3.79529052527,0.013753053496,0.8749310005,TCL集团,金风科技,计算机、通信和其他电子设备制造业,通用设备制造业
132,000100.XSHE,002241.XSHE,-4.44562033138,0.00150235627041,0.979833591981,TCL集团,歌尔股份,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业
133,000100.XSHE,002352.XSHE,-3.4445087155,0.0376419159191,0.884819333514,TCL集团,顺丰控股,计算机、通信和其他电子设备制造业,邮政业
134,000100.XSHE,002558.XSHE,-4.66767315396,0.000640799588341,0.953435998719,TCL集团,巨人网络,计算机、通信和其他电子设备制造业,互联网和相关服务
135,000100.XSHE,002594.XSHE,-3.39550022295,0.0428527211964,0.925738496311,TCL集团,比亚迪,计算机、通信和其他电子设备制造业,汽车制造业
136,000100.XSHE,002608.XSHE,-3.58292830475,0.0257185045996,0.949570812753,TCL集团,江苏国信,计算机、通信和其他电子设备制造业,电力、热力生产和供应业
137,000100.XSHE,002736.XSHE,-3.53619379032,0.0293189534299,0.851315901369,TCL集团,国信证券,计算机、通信和其他电子设备制造业,资本市场服务
138,000100.XSHE,300033.XSHE,-3.40738142148,0.0415372107148,0.83927267323,TCL集团,同花顺,计算机、通信和其他电子设备制造业,软件和信息技术服务业
139,000100.XSHE,600008.XSHG,-3.63164958237,0.0223765492123,0.908969690323,TCL集团,首创股份,计算机、通信和其他电子设备制造业,水的生产和供应业
140,000100.XSHE,600030.XSHG,-3.37547354581,0.0451485715012,0.664880636542,TCL集团,中信证券,计算机、通信和其他电子设备制造业,资本市场服务
141,000100.XSHE,600048.XSHG,-3.61561859718,0.023432093441,0.61566533069,TCL集团,保利地产,计算机、通信和其他电子设备制造业,房地产业
142,000100.XSHE,600111.XSHG,-3.41716327449,0.0404796052607,0.904624569729,TCL集团,北方稀土,计算机、通信和其他电子设备制造业,有色金属冶炼和压延加工业
143,000100.XSHE,600176.XSHG,-4.32879923912,0.00230800765617,0.824688801716,TCL集团,中国巨石,计算机、通信和其他电子设备制造业,非金属矿物制品业
144,000100.XSHE,600208.XSHG,-3.35537680522,0.0475541056775,0.924753845986,TCL集团,新湖中宝,计算机、通信和其他电子设备制造业,房地产业
145,000100.XSHE,600219.XSHG,-3.8625600958,0.0111639230386,0.954724859457,TCL集团,南山铝业,计算机、通信和其他电子设备制造业,有色金属冶炼和压延加工业
146,000100.XSHE,600362.XSHG,-3.72222810503,0.0171538729873,0.806587255786,TCL集团,江西铜业,计算机、通信和其他电子设备制造业,有色金属冶炼和压延加工业
147,000100.XSHE,600376.XSHG,-3.56654195792,0.0269350984594,0.87264667952,TCL集团,首开股份,计算机、通信和其他电子设备制造业,房地产业
148,000100.XSHE,600383.XSHG,-4.01188856648,0.00690591169797,0.784613503811,TCL集团,金地集团,计算机、通信和其他电子设备制造业,房地产业
149,000100.XSHE,600390.XSHG,-3.58417891754,0.0256276259852,0.956610820586,TCL集团,五矿资本,计算机、通信和其他电子设备制造业,其他金融业
150,000100.XSHE,600415.XSHG,-3.60682456743,0.0240292049184,0.959806006712,TCL集团,小商品城,计算机、通信和其他电子设备制造业,商务服务业
151,000100.XSHE,600522.XSHG,-4.66793027458,0.000640150604282,0.973804545687,TCL集团,中天科技,计算机、通信和其他电子设备制造业,电气机械和器材制造业
152,000100.XSHE,600549.XSHG,-3.41586863814,0.0406182740191,0.868138193626,TCL集团,厦门钨业,计算机、通信和其他电子设备制造业,有色金属冶炼和压延加工业
153,000100.XSHE,600606.XSHG,-3.95712420128,0.00825873895589,0.718961017037,TCL集团,绿地控股,计算机、通信和其他电子设备制造业,房地产业
154,000100.XSHE,600663.XSHG,-4.37531307236,0.00194844067087,0.942809940556,TCL集团,陆家嘴,计算机、通信和其他电子设备制造业,房地产业
155,000100.XSHE,600703.XSHG,-3.41729566124,0.0404654476306,0.918394050546,TCL集团,三安光电,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业
156,000100.XSHE,600795.XSHG,-3.64334262621,0.0216328434935,0.955466983043,TCL集团,国电电力,计算机、通信和其他电子设备制造业,电力、热力生产和供应业
157,000100.XSHE,600837.XSHG,-4.57559120111,0.000917522308155,0.930972264909,TCL集团,海通证券,计算机、通信和其他电子设备制造业,资本市场服务
158,000100.XSHE,600919.XSHG,-3.75095536344,0.0157373990367,0.875083210058,TCL集团,江苏银行,计算机、通信和其他电子设备制造业,货币金融服务
159,000100.XSHE,601111.XSHG,-3.56395075503,0.0271319337669,0.764989326264,TCL集团,中国国航,计算机、通信和其他电子设备制造业,航空运输业
160,000100.XSHE,601169.XSHG,-3.78268331017,0.0142934987535,0.891158524587,TCL集团,北京银行,计算机、通信和其他电子设备制造业,货币金融服务
161,000100.XSHE,601211.XSHG,-3.85572482991,0.0114055890665,0.896195134315,TCL集团,国泰君安,计算机、通信和其他电子设备制造业,资本市场服务
162,000100.XSHE,601238.XSHG,-3.72216608722,0.0171570481019,0.959841854045,TCL集团,广汽集团,计算机、通信和其他电子设备制造业,汽车制造业
163,000100.XSHE,601611.XSHG,-3.67694973064,0.0196135508164,0.940056307185,TCL集团,中国核建,计算机、通信和其他电子设备制造业,土木工程建筑业
164,000100.XSHE,601668.XSHG,-3.50396934296,0.0320451334779,0.840018619114,TCL集团,中国建筑,计算机、通信和其他电子设备制造业,土木工程建筑业
165,000100.XSHE,601718.XSHG,-3.72190842368,0.0171702451728,0.962273232636,TCL集团,际华集团,计算机、通信和其他电子设备制造业,纺织服装、服饰业
166,000100.XSHE,601788.XSHG,-4.01572578595,0.00681908210898,0.902160481668,TCL集团,光大证券,计算机、通信和其他电子设备制造业,资本市场服务
167,000100.XSHE,601899.XSHG,-3.95994585696,0.00818359831979,0.743232589614,TCL集团,紫金矿业,计算机、通信和其他电子设备制造业,有色金属矿采选业
168,000100.XSHE,601933.XSHG,-3.34754130927,0.0485202530941,0.877194504592,TCL集团,永辉超市,计算机、通信和其他电子设备制造业,零售业
169,000100.XSHE,601958.XSHG,-3.71160175872,0.0177054828238,0.849738278606,TCL集团,金钼股份,计算机、通信和其他电子设备制造业,有色金属矿采选业
170,000157.XSHE,000166.XSHE,-3.59844272679,0.0246105085183,0.845358716546,中联重科,申万宏源,专用设备制造业,资本市场服务
171,000157.XSHE,000402.XSHE,-3.44893461837,0.0371987326707,0.880488855896,中联重科,金融街,专用设备制造业,房地产业
172,000157.XSHE,000627.XSHE,-3.36750062998,0.0460905543023,0.758793423499,中联重科,天茂集团,专用设备制造业,保险业
173,000157.XSHE,000983.XSHE,-3.38085386442,0.0445219668937,0.8805455767,中联重科,西山煤电,专用设备制造业,煤炭开采和洗选业
174,000157.XSHE,002027.XSHE,-3.3605416247,0.0469259955129,0.71956647773,中联重科,分众传媒,专用设备制造业,商务服务业
175,000157.XSHE,002081.XSHE,-3.66604181648,0.0202501720143,0.899820885015,中联重科,金螳螂,专用设备制造业,建筑装饰和其他建筑业
176,000157.XSHE,600025.XSHG,-3.59429109203,0.0249028985221,0.640162454537,中联重科,华能水电,专用设备制造业,电力、热力生产和供应业
177,000157.XSHE,600362.XSHG,-3.41753703326,0.0404396456161,0.881975478129,中联重科,江西铜业,专用设备制造业,有色金属冶炼和压延加工业
178,000157.XSHE,600795.XSHG,-3.44915115465,0.0371771631479,0.839579384388,中联重科,国电电力,专用设备制造业,电力、热力生产和供应业
179,000157.XSHE,601108.XSHG,-3.85012259792,0.0116071209378,0.906237907219,中联重科,财通证券,专用设备制造业,资本市场服务
180,000157.XSHE,601611.XSHG,-3.42971468843,0.0391556374438,0.869375027476,中联重科,中国核建,专用设备制造业,土木工程建筑业
181,000157.XSHE,601628.XSHG,-3.40926187177,0.0413321256215,0.83636319961,中联重科,中国人寿,专用设备制造业,保险业
182,000157.XSHE,601668.XSHG,-3.43959027034,0.0381396180919,0.870482909065,中联重科,中国建筑,专用设备制造业,土木工程建筑业
183,000157.XSHE,601788.XSHG,-3.81849101639,0.0128055561142,0.873484371052,中联重科,光大证券,专用设备制造业,资本市场服务
184,000166.XSHE,000671.XSHE,-4.14342219454,0.00443674970257,0.852201943978,申万宏源,阳光城,资本市场服务,房地产业
185,000166.XSHE,000776.XSHE,-3.70499702756,0.0180561046227,0.962391816088,申万宏源,广发证券,资本市场服务,资本市场服务
186,000166.XSHE,000983.XSHE,-4.16686627525,0.00409263240178,0.912742497191,申万宏源,西山煤电,资本市场服务,煤炭开采和洗选业
187,000166.XSHE,002146.XSHE,-3.50739376593,0.0317455520901,0.725032389484,申万宏源,荣盛发展,资本市场服务,房地产业
188,000166.XSHE,002594.XSHE,-3.67959887401,0.0194615965592,0.91195477249,申万宏源,比亚迪,资本市场服务,汽车制造业
189,000166.XSHE,002608.XSHE,-3.771011816,0.0148104605925,0.952660482938,申万宏源,江苏国信,资本市场服务,电力、热力生产和供应业
190,000166.XSHE,002673.XSHE,-3.80825416648,0.0132162504106,0.972837036763,申万宏源,西部证券,资本市场服务,资本市场服务
191,000166.XSHE,002714.XSHE,-3.3486986684,0.048376535166,0.782446916572,申万宏源,牧原股份,资本市场服务,畜牧业
192,000166.XSHE,300015.XSHE,-3.51169869006,0.0313723213865,-0.861020020265,申万宏源,爱尔眼科,资本市场服务,卫生
193,000166.XSHE,300144.XSHE,-3.49186732833,0.0331231735663,-0.813901252076,申万宏源,宋城演艺,资本市场服务,文化艺术业
