,pairs1,pairs2,residual,Pvalue,correlation,pairs1_name,pairs2_name,pairs1_industry,pairs2_industry
574,000725.XSHE,600795.XSHG,-3.86395141717,0.0111152941889,0.944094286717,京东方A,国电电力,计算机、通信和其他电子设备制造业,电力、热力生产和供应业
575,000725.XSHE,600959.XSHG,-3.84737247787,0.0117072067749,0.954728654125,京东方A,江苏有线,计算机、通信和其他电子设备制造业,电信、广播电视和卫星传输服务
576,000725.XSHE,601669.XSHG,-3.82645603615,0.0124938738417,0.976960224385,京东方A,中国电建,计算机、通信和其他电子设备制造业,土木工程建筑业
577,000725.XSHE,601899.XSHG,-4.01768233525,0.00677518968597,0.872041935939,京东方A,紫金矿业,计算机、通信和其他电子设备制造业,有色金属矿采选业
578,000725.XSHE,601992.XSHG,-3.4646918009,0.0356563851672,0.956317531229,京东方A,金隅集团,计算机、通信和其他电子设备制造业,非金属矿物制品业
579,000728.XSHE,000839.XSHE,-3.76078456532,0.0152769346874,0.976637131438,国元证券,中信国安,资本市场服务,电信、广播电视和卫星传输服务
580,000728.XSHE,000983.XSHE,-3.8069667076,0.0132687194148,0.906884049427,国元证券,西山煤电,资本市场服务,煤炭开采和洗选业
581,000728.XSHE,002081.XSHE,-4.04307928265,0.0062281697913,0.960232943528,国元证券,金螳螂,资本市场服务,建筑装饰和其他建筑业
582,000728.XSHE,002085.XSHE,-3.5795207579,0.0259675295335,0.942444208474,国元证券,万丰奥威,资本市场服务,汽车制造业
583,000728.XSHE,002146.XSHE,-3.36375454531,0.0465387349196,0.673624336736,国元证券,荣盛发展,资本市场服务,房地产业
584,000728.XSHE,002202.XSHE,-3.86830057962,0.0109644988521,0.870825473154,国元证券,金风科技,资本市场服务,通用设备制造业
585,000728.XSHE,002508.XSHE,-3.65355973253,0.0210006627634,0.921280374187,国元证券,老板电器,资本市场服务,电气机械和器材制造业
586,000728.XSHE,002594.XSHE,-3.39335989581,0.0430933533637,0.911659640661,国元证券,比亚迪,资本市场服务,汽车制造业
587,000728.XSHE,002714.XSHE,-3.46907829,0.0352367509317,0.80098195822,国元证券,牧原股份,资本市场服务,畜牧业
588,000728.XSHE,002797.XSHE,-4.11779982938,0.00484289903947,0.9645417922,国元证券,第一创业,资本市场服务,资本市场服务
589,000728.XSHE,600029.XSHG,-3.6332657625,0.0222724547246,0.849978229214,国元证券,南方航空,资本市场服务,航空运输业
590,000728.XSHE,600111.XSHG,-3.4032089673,0.0419953004723,0.912406526901,国元证券,北方稀土,资本市场服务,有色金属冶炼和压延加工业
591,000728.XSHE,600115.XSHG,-3.61991164578,0.0231452847198,0.812648704282,国元证券,东方航空,资本市场服务,航空运输业
592,000728.XSHE,600176.XSHG,-4.49583127771,0.00124413063846,0.805492869932,国元证券,中国巨石,资本市场服务,非金属矿物制品业
593,000728.XSHE,600177.XSHG,-3.76473494559,0.0150952419478,0.933074075517,国元证券,雅戈尔,资本市场服务,房地产业
594,000728.XSHE,600188.XSHG,-3.70022801825,0.0183130364627,0.733831874738,国元证券,兖州煤业,资本市场服务,煤炭开采和洗选业
595,000728.XSHE,600208.XSHG,-4.17259835094,0.0040122961969,0.966658260189,国元证券,新湖中宝,资本市场服务,房地产业
596,000728.XSHE,600219.XSHG,-4.47648839124,0.00133826886111,0.962005225874,国元证券,南山铝业,资本市场服务,有色金属冶炼和压延加工业
597,000728.XSHE,600362.XSHG,-4.5660562352,0.000951839074094,0.863452224947,国元证券,江西铜业,资本市场服务,有色金属冶炼和压延加工业
598,000728.XSHE,600376.XSHG,-4.16543698345,0.00411289207651,0.939880185378,国元证券,首开股份,资本市场服务,房地产业
599,000728.XSHE,600390.XSHG,-4.16332114638,0.00414305170052,0.97258730858,国元证券,五矿资本,资本市场服务,其他金融业
600,000728.XSHE,600415.XSHG,-3.48933003809,0.0333530512357,0.979006359522,国元证券,小商品城,资本市场服务,商务服务业
601,000728.XSHE,600489.XSHG,-3.39230273101,0.043212622444,0.924828546743,国元证券,中金黄金,资本市场服务,有色金属矿采选业
602,000728.XSHE,600547.XSHG,-3.43796520043,0.0383052705061,0.885414370301,国元证券,山东黄金,资本市场服务,有色金属矿采选业
603,000728.XSHE,600549.XSHG,-3.52844444985,0.0299557879148,0.855930195059,国元证券,厦门钨业,资本市场服务,有色金属冶炼和压延加工业
604,000728.XSHE,600674.XSHG,-3.45059124788,0.0370339807302,0.868485828103,国元证券,川投能源,资本市场服务,电力、热力生产和供应业
605,000728.XSHE,600909.XSHG,-3.51757489611,0.0308688921212,0.941966770644,国元证券,华安证券,资本市场服务,资本市场服务
606,000728.XSHE,601012.XSHG,-3.46225796849,0.03589103157,0.879186211092,国元证券,隆基股份,资本市场服务,非金属矿物制品业
607,000728.XSHE,601108.XSHG,-3.91894434655,0.00933821191586,0.95774296547,国元证券,财通证券,资本市场服务,资本市场服务
608,000728.XSHE,601111.XSHG,-3.73093051204,0.016713413882,0.788439659685,国元证券,中国国航,资本市场服务,航空运输业
609,000728.XSHE,601360.XSHG,-3.93276054401,0.00893378554209,0.856926736618,国元证券,三六零,资本市场服务,互联网和相关服务
610,000728.XSHE,601555.XSHG,-3.55811854556,0.0275794830784,0.995506606512,国元证券,东吴证券,资本市场服务,资本市场服务
611,000728.XSHE,601611.XSHG,-4.60328797054,0.00082430017311,0.968624736677,国元证券,中国核建,资本市场服务,土木工程建筑业
612,000728.XSHE,601866.XSHG,-3.4358595028,0.0385208141243,0.979876710694,国元证券,中远海发,资本市场服务,水上运输业
613,000728.XSHE,601878.XSHG,-4.50972101761,0.0011803845998,0.98676238982,国元证券,浙商证券,资本市场服务,资本市场服务
614,000728.XSHE,601899.XSHG,-3.49872878537,0.0325082451986,0.764663028616,国元证券,紫金矿业,资本市场服务,有色金属矿采选业
615,000728.XSHE,601933.XSHG,-4.88640219755,0.000264858743333,0.893770848573,国元证券,永辉超市,资本市场服务,零售业
616,000728.XSHE,601958.XSHG,-3.57020567535,0.026658883494,0.831593567612,国元证券,金钼股份,资本市场服务,有色金属矿采选业
617,000768.XSHE,600372.XSHG,-3.49660445953,0.0326975848735,0.886399285858,中航飞机,中航电子,铁路、船舶、航空航天和其他运输设备制造业,铁路、船舶、航空航天和其他运输设备制造业
618,000776.XSHE,600000.XSHG,-4.03755259466,0.00634368306826,0.956431505827,广发证券,浦发银行,资本市场服务,货币金融服务
619,000776.XSHE,600089.XSHG,-4.50100647002,0.00122001287154,0.95462037742,广发证券,特变电工,资本市场服务,电气机械和器材制造业
620,000776.XSHE,600170.XSHG,-3.66560679475,0.0202759300199,0.926711506883,广发证券,上海建工,资本市场服务,土木工程建筑业
621,000776.XSHE,600176.XSHG,-3.62035306962,0.0231159670558,0.840306128632,广发证券,中国巨石,资本市场服务,非金属矿物制品业
622,000776.XSHE,600219.XSHG,-3.81609351734,0.0129007138445,0.92604555511,广发证券,南山铝业,资本市场服务,有色金属冶炼和压延加工业
623,000776.XSHE,600362.XSHG,-3.85111558162,0.0115711704893,0.876088536019,广发证券,江西铜业,资本市场服务,有色金属冶炼和压延加工业
624,000776.XSHE,600663.XSHG,-4.09317140566,0.0052649452184,0.933173308251,广发证券,陆家嘴,资本市场服务,房地产业
625,000776.XSHE,600820.XSHG,-3.90218777979,0.00985066547655,0.920918683128,广发证券,隧道股份,资本市场服务,土木工程建筑业
626,000776.XSHE,600919.XSHG,-3.43293732039,0.0388216206499,0.958405254007,广发证券,江苏银行,资本市场服务,货币金融服务
627,000776.XSHE,601169.XSHG,-3.38188370867,0.0444028560438,0.958579899975,广发证券,北京银行,资本市场服务,货币金融服务
628,000776.XSHE,601360.XSHG,-5.11289788037,0.0001015431115,0.86755336655,广发证券,三六零,资本市场服务,互联网和相关服务
629,000776.XSHE,601766.XSHG,-3.71909183258,0.0173150872893,0.934399839385,广发证券,中国中车,资本市场服务,铁路、船舶、航空航天和其他运输设备制造业
630,000776.XSHE,601899.XSHG,-3.41745561202,0.0404483477876,0.866689521652,广发证券,紫金矿业,资本市场服务,有色金属矿采选业
631,000776.XSHE,601933.XSHG,-4.18018830931,0.00390814158856,0.928018796555,广发证券,永辉超市,资本市场服务,零售业
632,000776.XSHE,601985.XSHG,-3.46290674425,0.0358283559808,0.964995042983,广发证券,中国核电,资本市场服务,电力、热力生产和供应业
633,000776.XSHE,601989.XSHG,-3.43367253214,0.0387457537719,0.972183046005,广发证券,中国重工,资本市场服务,铁路、船舶、航空航天和其他运输设备制造业
634,000776.XSHE,601992.XSHG,-4.05866328054,0.00591263834514,0.940451480731,广发证券,金隅集团,资本市场服务,非金属矿物制品业
635,000783.XSHE,000839.XSHE,-3.885199917,0.0103957234595,0.975229500647,长江证券,中信国安,资本市场服务,电信、广播电视和卫星传输服务
636,000783.XSHE,000876.XSHE,-3.39687405183,0.0426988552049,0.939081885929,长江证券,新希望,资本市场服务,农副食品加工业
637,000783.XSHE,002081.XSHE,-3.5413291327,0.0289033343469,0.963040102216,长江证券,金螳螂,资本市场服务,建筑装饰和其他建筑业
638,000783.XSHE,002146.XSHE,-3.40758276021,0.0415152118407,0.71324218215,长江证券,荣盛发展,资本市场服务,房地产业
639,000783.XSHE,002202.XSHE,-3.99678953043,0.00725735733843,0.902225922602,长江证券,金风科技,资本市场服务,通用设备制造业
640,000783.XSHE,002241.XSHE,-3.76752519385,0.0149680580634,0.953936974472,长江证券,歌尔股份,资本市场服务,计算机、通信和其他电子设备制造业
641,000783.XSHE,002797.XSHE,-3.36756598688,0.0460827668566,0.955522105127,长江证券,第一创业,资本市场服务,资本市场服务
642,000783.XSHE,300027.XSHE,-3.58941323909,0.0252502540515,0.926762802081,长江证券,华谊兄弟,资本市场服务,广播、电视、电影和影视录音制作业
643,000783.XSHE,300033.XSHE,-3.6487242878,0.0212978258773,0.928228994471,长江证券,同花顺,资本市场服务,软件和信息技术服务业
644,000783.XSHE,600010.XSHG,-3.64816432916,0.0213324730109,0.983013237368,长江证券,包钢股份,资本市场服务,黑色金属冶炼和压延加工业
645,000783.XSHE,600029.XSHG,-3.75765724813,0.0154221349045,0.87682911602,长江证券,南方航空,资本市场服务,航空运输业
646,000783.XSHE,600111.XSHG,-3.63097385365,0.022420196144,0.919951413221,长江证券,北方稀土,资本市场服务,有色金属冶炼和压延加工业
647,000783.XSHE,600115.XSHG,-3.36676901753,0.0461778022467,0.806864833835,长江证券,东方航空,资本市场服务,航空运输业
648,000783.XSHE,600176.XSHG,-4.5185476327,0.00114147471352,0.834445135401,长江证券,中国巨石,资本市场服务,非金属矿物制品业
649,000783.XSHE,600177.XSHG,-3.36753620537,0.0460863152666,0.927229758665,长江证券,雅戈尔,资本市场服务,房地产业
650,000783.XSHE,600362.XSHG,-4.54393092782,0.00103615440797,0.871046896262,长江证券,江西铜业,资本市场服务,有色金属冶炼和压延加工业
651,000783.XSHE,600369.XSHG,-3.39733976449,0.0426468009199,0.974823777368,长江证券,西南证券,资本市场服务,资本市场服务
652,000783.XSHE,600376.XSHG,-3.49858517903,0.0325210153409,0.928113259837,长江证券,首开股份,资本市场服务,房地产业
653,000783.XSHE,600390.XSHG,-4.26551755657,0.00289607990543,0.982701491257,长江证券,五矿资本,资本市场服务,其他金融业
654,000783.XSHE,600415.XSHG,-3.70130506013,0.0182547327227,0.982708303846,长江证券,小商品城,资本市场服务,商务服务业
655,000783.XSHE,600489.XSHG,-3.35320209856,0.0478206487723,0.947284270778,长江证券,中金黄金,资本市场服务,有色金属矿采选业
656,000783.XSHE,600549.XSHG,-3.84621727419,0.0117494768138,0.903390567876,长江证券,厦门钨业,资本市场服务,有色金属冶炼和压延加工业
657,000783.XSHE,600606.XSHG,-3.4092388235,0.041334634176,0.772284604292,长江证券,绿地控股,资本市场服务,房地产业
658,000783.XSHE,600663.XSHG,-4.17923503494,0.00392108575596,0.963988266238,长江证券,陆家嘴,资本市场服务,房地产业
659,000783.XSHE,600705.XSHG,-3.41184807176,0.041051452119,0.962773256403,长江证券,中航资本,资本市场服务,其他金融业
660,000783.XSHE,600959.XSHG,-4.00106932169,0.00715613686981,0.981322796948,长江证券,江苏有线,资本市场服务,电信、广播电视和卫星传输服务
661,000783.XSHE,601108.XSHG,-4.3435877486,0.00218752506978,0.957919878765,长江证券,财通证券,资本市场服务,资本市场服务
662,000783.XSHE,601111.XSHG,-4.0700603861,0.00569113639356,0.838327701965,长江证券,中国国航,资本市场服务,航空运输业
663,000783.XSHE,601212.XSHG,-3.45307127298,0.0367884900941,0.974280895234,长江证券,白银有色,资本市场服务,有色金属冶炼和压延加工业
664,000783.XSHE,601360.XSHG,-4.11737174814,0.00484996364898,0.901567168572,长江证券,三六零,资本市场服务,互联网和相关服务
665,000783.XSHE,601611.XSHG,-3.58391110355,0.025647064016,0.958747711757,长江证券,中国核建,资本市场服务,土木工程建筑业
666,000783.XSHE,601866.XSHG,-3.35789771953,0.0472466668218,0.985890771005,长江证券,中远海发,资本市场服务,水上运输业
667,000783.XSHE,601878.XSHG,-3.55890073988,0.0275190944572,0.982741467258,长江证券,浙商证券,资本市场服务,资本市场服务
668,000783.XSHE,601899.XSHG,-3.84289122445,0.0118719390991,0.820309153742,长江证券,紫金矿业,资本市场服务,有色金属矿采选业
669,000783.XSHE,601933.XSHG,-5.43362272386,2.43262938166e-05,0.92915132761,长江证券,永辉超市,资本市场服务,零售业
670,000783.XSHE,601958.XSHG,-3.50985969497,0.0315313005113,0.840550286467,长江证券,金钼股份,资本市场服务,有色金属矿采选业
671,000786.XSHE,002153.XSHE,-3.97348287015,0.00783158989207,-0.766550445492,北新建材,石基信息,非金属矿物制品业,软件和信息技术服务业
672,000786.XSHE,002202.XSHE,-3.75570458668,0.0155134112358,0.889416097502,北新建材,金风科技,非金属矿物制品业,通用设备制造业
673,000786.XSHE,002236.XSHE,-3.38208294677,0.0443798429308,0.872495283664,北新建材,大华股份,非金属矿物制品业,计算机、通信和其他电子设备制造业
674,000786.XSHE,002310.XSHE,-3.93901560817,0.00875590973011,0.841037157295,北新建材,东方园林,非金属矿物制品业,土木工程建筑业
675,000786.XSHE,002385.XSHE,-3.62654098136,0.0227083586295,0.88724827052,北新建材,大北农,非金属矿物制品业,农副食品加工业
676,000786.XSHE,002415.XSHE,-3.83415584964,0.0121989874524,0.905470248307,北新建材,海康威视,非金属矿物制品业,计算机、通信和其他电子设备制造业
677,000786.XSHE,002468.XSHE,-3.35496584234,0.0476043811123,0.855486255473,北新建材,申通快递,非金属矿物制品业,邮政业
678,000786.XSHE,002470.XSHE,-3.63124097173,0.0224029335438,0.8623307402,北新建材,金正大,非金属矿物制品业,化学原料和化学制品制造业
679,000786.XSHE,002625.XSHE,-3.62944027664,0.0225195272189,0.83110428374,北新建材,光启技术,非金属矿物制品业,汽车制造业
680,000786.XSHE,002736.XSHE,-3.67615722952,0.0196592089931,0.813406106165,北新建材,国信证券,非金属矿物制品业,资本市场服务
681,000786.XSHE,300027.XSHE,-3.58975614579,0.0252256998054,0.890455199787,北新建材,华谊兄弟,非金属矿物制品业,广播、电视、电影和影视录音制作业
682,000786.XSHE,300033.XSHE,-3.97158632793,0.00788007101328,0.87789253372,北新建材,同花顺,非金属矿物制品业,软件和信息技术服务业
683,000786.XSHE,300070.XSHE,-4.03874571561,0.00631858271152,0.874766376458,北新建材,碧水源,非金属矿物制品业,生态保护和环境治理业
684,000786.XSHE,300251.XSHE,-3.70635344984,0.0179836053323,0.871172507403,北新建材,光线传媒,非金属矿物制品业,广播、电视、电影和影视录音制作业
685,000786.XSHE,600008.XSHG,-3.36271513872,0.0466637265161,0.860854174724,北新建材,首创股份,非金属矿物制品业,水的生产和供应业
686,000786.XSHE,600018.XSHG,-4.35480904478,0.00210001768374,0.894139677664,北新建材,上港集团,非金属矿物制品业,水上运输业
687,000786.XSHE,600061.XSHG,-3.38218697067,0.044367831526,0.806192323772,北新建材,国投资本,非金属矿物制品业,资本市场服务
688,000786.XSHE,600066.XSHG,-3.66577718051,0.0202658379396,0.870557225526,北新建材,宇通客车,非金属矿物制品业,汽车制造业
689,000786.XSHE,600233.XSHG,-3.4225045697,0.0399116780476,0.830407092796,北新建材,圆通速递,非金属矿物制品业,邮政业
690,000786.XSHE,600373.XSHG,-3.45289741044,0.0368056554804,0.812829557159,北新建材,中文传媒,非金属矿物制品业,新闻和出版业
691,000786.XSHE,600549.XSHG,-4.06555313856,0.0057778180012,0.897954532448,北新建材,厦门钨业,非金属矿物制品业,有色金属冶炼和压延加工业
692,000786.XSHE,600682.XSHG,-3.59839746436,0.0246136802194,0.843574099435,北新建材,南京新百,非金属矿物制品业,零售业
693,000786.XSHE,600739.XSHG,-4.28518542239,0.00269997211041,0.899735242262,北新建材,辽宁成大,非金属矿物制品业,批发业
694,000786.XSHE,600816.XSHG,-3.91396538039,0.00948792822198,0.866875089287,北新建材,安信信托,非金属矿物制品业,其他金融业
695,000786.XSHE,601018.XSHG,-3.66526370541,0.0202962647375,0.833366606539,北新建材,宁波港,非金属矿物制品业,水上运输业
696,000786.XSHE,601216.XSHG,-3.77127213664,0.0147987528544,0.862379190347,北新建材,君正集团,非金属矿物制品业,化学原料和化学制品制造业
697,000786.XSHE,601633.XSHG,-3.42051679645,0.0401222490546,0.870860275959,北新建材,长城汽车,非金属矿物制品业,汽车制造业
698,000786.XSHE,601881.XSHG,-3.5055831085,0.0319036573074,0.843973899493,北新建材,中国银河,非金属矿物制品业,资本市场服务
699,000786.XSHE,603858.XSHG,-3.34980228161,0.0482398185471,0.846880299903,北新建材,步长制药,非金属矿物制品业,医药制造业
700,000786.XSHE,603993.XSHG,-3.69825807644,0.018420097025,0.898180658724,北新建材,洛阳钼业,非金属矿物制品业,有色金属矿采选业
701,000792.XSHE,002153.XSHE,-3.5642065439,0.0271124485721,-0.787104093936,盐湖股份,石基信息,化学原料和化学制品制造业,软件和信息技术服务业
702,000792.XSHE,002352.XSHE,-3.72944476699,0.0167879026521,0.902066875003,盐湖股份,顺丰控股,化学原料和化学制品制造业,邮政业
703,000792.XSHE,002470.XSHE,-3.9759546738,0.00776880658177,0.870674698955,盐湖股份,金正大,化学原料和化学制品制造业,化学原料和化学制品制造业
704,000792.XSHE,002625.XSHE,-3.49564276944,0.0327836068069,0.906379368627,盐湖股份,光启技术,化学原料和化学制品制造业,汽车制造业
705,000792.XSHE,300033.XSHE,-3.38563780485,0.043970899673,0.87699141787,盐湖股份,同花顺,化学原料和化学制品制造业,软件和信息技术服务业
706,000792.XSHE,600008.XSHG,-3.56910550062,0.0267415712586,0.920202702783,盐湖股份,首创股份,化学原料和化学制品制造业,水的生产和供应业
707,000792.XSHE,600029.XSHG,-3.53886598157,0.0291020521848,0.869732082676,盐湖股份,南方航空,化学原料和化学制品制造业,航空运输业
708,000792.XSHE,600111.XSHG,-3.36364651288,0.0465517132101,0.932692828229,盐湖股份,北方稀土,化学原料和化学制品制造业,有色金属冶炼和压延加工业
709,000792.XSHE,600115.XSHG,-3.57072225223,0.0266201340067,0.857711506425,盐湖股份,东方航空,化学原料和化学制品制造业,航空运输业
710,000792.XSHE,600153.XSHG,-3.46047194619,0.0360640497483,0.853638677286,盐湖股份,建发股份,化学原料和化学制品制造业,批发业
711,000792.XSHE,600176.XSHG,-3.58684411849,0.0254348744921,0.839703189293,盐湖股份,中国巨石,化学原料和化学制品制造业,非金属矿物制品业
712,000792.XSHE,600373.XSHG,-3.43275973326,0.0388399646307,0.895428620374,盐湖股份,中文传媒,化学原料和化学制品制造业,新闻和出版业
713,000792.XSHE,600547.XSHG,-3.7168600842,0.0174306132978,0.904379762626,盐湖股份,山东黄金,化学原料和化学制品制造业,有色金属矿采选业
714,000792.XSHE,600682.XSHG,-3.81226988495,0.013053772543,0.914518086013,盐湖股份,南京新百,化学原料和化学制品制造业,零售业
715,000792.XSHE,601111.XSHG,-3.53169047293,0.0296876104573,0.844904951321,盐湖股份,中国国航,化学原料和化学制品制造业,航空运输业
716,000792.XSHE,601919.XSHG,-3.68101205417,0.0193809574658,0.905146123009,盐湖股份,中远海控,化学原料和化学制品制造业,水上运输业
717,000826.XSHE,002202.XSHE,-3.39318675991,0.0431128677276,0.906058664165,启迪桑德,金风科技,生态保护和环境治理业,通用设备制造业
718,000826.XSHE,600011.XSHG,-3.56637967593,0.0269473898078,-0.702312918404,启迪桑德,华能国际,生态保护和环境治理业,电力、热力生产和供应业
719,000826.XSHE,601881.XSHG,-3.33987256181,0.0494814591643,0.906818765758,启迪桑德,中国银河,生态保护和环境治理业,资本市场服务
720,000839.XSHE,002081.XSHE,-4.35330192125,0.00211157927173,0.973281426192,中信国安,金螳螂,电信、广播电视和卫星传输服务,建筑装饰和其他建筑业
721,000839.XSHE,002202.XSHE,-4.00999803335,0.0069490574086,0.908695496305,中信国安,金风科技,电信、广播电视和卫星传输服务,通用设备制造业
722,000839.XSHE,002558.XSHE,-3.93421144499,0.00889223983766,0.959965419559,中信国安,巨人网络,电信、广播电视和卫星传输服务,互联网和相关服务
723,000839.XSHE,002797.XSHE,-3.8051260628,0.0133440532442,0.968942261312,中信国安,第一创业,电信、广播电视和卫星传输服务,资本市场服务
724,000839.XSHE,600008.XSHG,-3.76814236991,0.0149400541123,0.942858388791,中信国安,首创股份,电信、广播电视和卫星传输服务,水的生产和供应业
725,000839.XSHE,600061.XSHG,-3.91483830939,0.00946152508207,0.966921015759,中信国安,国投资本,电信、广播电视和卫星传输服务,资本市场服务
726,000839.XSHE,600109.XSHG,-3.51267059597,0.0312885768969,0.958491225199,中信国安,国金证券,电信、广播电视和卫星传输服务,资本市场服务
727,000839.XSHE,600111.XSHG,-3.37519259205,0.0451814920291,0.94952180089,中信国安,北方稀土,电信、广播电视和卫星传输服务,有色金属冶炼和压延加工业
728,000839.XSHE,600176.XSHG,-4.54006593214,0.0010515817852,0.860028594114,中信国安,中国巨石,电信、广播电视和卫星传输服务,非金属矿物制品业
729,000839.XSHE,600208.XSHG,-3.56564311896,0.0270032376449,0.959212668926,中信国安,新湖中宝,电信、广播电视和卫星传输服务,房地产业
730,000839.XSHE,600362.XSHG,-4.26781624138,0.00287250107129,0.890226619167,中信国安,江西铜业,电信、广播电视和卫星传输服务,有色金属冶炼和压延加工业
731,000839.XSHE,600369.XSHG,-3.66546439813,0.0202843676363,0.957318148641,中信国安,西南证券,电信、广播电视和卫星传输服务,资本市场服务
732,000839.XSHE,600415.XSHG,-5.22410870964,6.24389791233e-05,0.98412891093,中信国安,小商品城,电信、广播电视和卫星传输服务,商务服务业
733,000839.XSHE,600663.XSHG,-3.56039890795,0.0274037460589,0.941580024654,中信国安,陆家嘴,电信、广播电视和卫星传输服务,房地产业
734,000839.XSHE,600704.XSHG,-3.70174226666,0.0182311116803,0.976093188945,中信国安,物产中大,电信、广播电视和卫星传输服务,批发业
735,000839.XSHE,600837.XSHG,-4.93487907158,0.000216517157165,0.970159189099,中信国安,海通证券,电信、广播电视和卫星传输服务,资本市场服务
736,000839.XSHE,600909.XSHG,-3.97933074876,0.00768378734388,0.955141852093,中信国安,华安证券,电信、广播电视和卫星传输服务,资本市场服务
737,000839.XSHE,600959.XSHG,-3.56822010778,0.026808276065,0.970373247203,中信国安,江苏有线,电信、广播电视和卫星传输服务,电信、广播电视和卫星传输服务
738,000839.XSHE,601108.XSHG,-4.40519660261,0.00174561543094,0.965151407231,中信国安,财通证券,电信、广播电视和卫星传输服务,资本市场服务
739,000839.XSHE,601333.XSHG,-3.34619440249,0.0486879517526,0.941545761546,中信国安,广深铁路,电信、广播电视和卫星传输服务,铁路运输业
740,000839.XSHE,601555.XSHG,-3.33712980339,0.0498290229126,0.978169920745,中信国安,东吴证券,电信、广播电视和卫星传输服务,资本市场服务
741,000839.XSHE,601611.XSHG,-4.41005530908,0.00171455399156,0.970042838154,中信国安,中国核建,电信、广播电视和卫星传输服务,土木工程建筑业
742,000839.XSHE,601866.XSHG,-3.667286125,0.0201766526241,0.987300631557,中信国安,中远海发,电信、广播电视和卫星传输服务,水上运输业
743,000839.XSHE,601933.XSHG,-4.06036141969,0.00587914684902,0.909107272334,中信国安,永辉超市,电信、广播电视和卫星传输服务,零售业
744,000858.XSHE,002572.XSHE,-3.48615027375,0.0336430441657,0.820584128103,五粮液,索菲亚,酒、饮料和精制茶制造业,家具制造业
745,000858.XSHE,600115.XSHG,-3.763107117,0.0151698799374,0.793542638205,五粮液,东方航空,酒、饮料和精制茶制造业,航空运输业
746,000858.XSHE,600352.XSHG,-3.41569075138,0.040637358508,0.7839192901,五粮液,浙江龙盛,酒、饮料和精制茶制造业,化学原料和化学制品制造业
747,000858.XSHE,600674.XSHG,-3.50429270681,0.0320167420833,0.710017632072,五粮液,川投能源,酒、饮料和精制茶制造业,电力、热力生产和供应业
748,000858.XSHE,600741.XSHG,-3.46974264666,0.0351735601807,0.792997419991,五粮液,华域汽车,酒、饮料和精制茶制造业,汽车制造业
749,000858.XSHE,601198.XSHG,-3.67018744553,0.0200061313335,0.671289652371,五粮液,东兴证券,酒、饮料和精制茶制造业,资本市场服务
750,000858.XSHE,601228.XSHG,-3.9099927401,0.00960892222832,0.725427351014,五粮液,广州港,酒、饮料和精制茶制造业,水上运输业
751,000858.XSHE,601628.XSHG,-3.35273524508,0.047878029259,0.636541005465,五粮液,中国人寿,酒、饮料和精制茶制造业,保险业
752,000858.XSHE,601727.XSHG,-4.47408822926,0.00135040249137,0.775772901256,五粮液,上海电气,酒、饮料和精制茶制造业,通用设备制造业
753,000858.XSHE,601788.XSHG,-3.33879815321,0.0496173702165,0.600691254094,五粮液,光大证券,酒、饮料和精制茶制造业,资本市场服务
754,000858.XSHE,601919.XSHG,-3.37560195147,0.0451335322995,0.717976253489,五粮液,中远海控,酒、饮料和精制茶制造业,水上运输业
755,000876.XSHE,002241.XSHE,-4.3772789481,0.00193445373326,0.865286297424,新希望,歌尔股份,农副食品加工业,计算机、通信和其他电子设备制造业
756,000876.XSHE,002555.XSHE,-4.66531990138,0.000646768134187,0.88625754951,新希望,三七互娱,农副食品加工业,互联网和相关服务
757,000876.XSHE,002736.XSHE,-3.83282198245,0.0122496248215,0.944471200191,新希望,国信证券,农副食品加工业,资本市场服务
758,000876.XSHE,600008.XSHG,-3.8546610224,0.0114436166718,0.8967720398,新希望,首创股份,农副食品加工业,水的生产和供应业
759,000876.XSHE,600010.XSHG,-3.46150716793,0.0359636787556,0.927072720054,新希望,包钢股份,农副食品加工业,黑色金属冶炼和压延加工业
760,000876.XSHE,600011.XSHG,-3.82022735953,0.0127370289892,-0.67647083525,新希望,华能国际,农副食品加工业,电力、热力生产和供应业
761,000876.XSHE,600176.XSHG,-4.7322920255,0.000495795555418,0.898201648461,新希望,中国巨石,农副食品加工业,非金属矿物制品业
762,000876.XSHE,600188.XSHG,-3.38903012969,0.0435835795076,0.847525019959,新希望,兖州煤业,农副食品加工业,煤炭开采和洗选业
763,000876.XSHE,600271.XSHG,-3.42282843189,0.0398774581252,-0.817947976359,新希望,航天信息,农副食品加工业,计算机、通信和其他电子设备制造业
764,000876.XSHE,600362.XSHG,-3.94917971897,0.00847364325129,0.923251422771,新希望,江西铜业,农副食品加工业,有色金属冶炼和压延加工业
765,000876.XSHE,600369.XSHG,-4.26683258962,0.00288256918548,0.951550582302,新希望,西南证券,农副食品加工业,资本市场服务
766,000876.XSHE,600663.XSHG,-3.63304255234,0.0222868061661,0.90670973892,新希望,陆家嘴,农副食品加工业,房地产业
767,000876.XSHE,600703.XSHG,-4.531645562,0.00108593919702,0.828898262021,新希望,三安光电,农副食品加工业,计算机、通信和其他电子设备制造业
768,000876.XSHE,600704.XSHG,-3.6027039741,0.0243134814948,0.954314577887,新希望,物产中大,农副食品加工业,批发业
769,000876.XSHE,600795.XSHG,-3.71342470958,0.0176097645591,0.927377412587,新希望,国电电力,农副食品加工业,电力、热力生产和供应业
