,pairs1,pairs2,residual,Pvalue,correlation
340,000402.XSHE,600115.XSHG,-3.61152319244,0.0237085556859,0.917360761594
341,000402.XSHE,600153.XSHG,-4.73570128785,0.000489078402967,0.966462902408
342,000402.XSHE,600176.XSHG,-3.89269159734,0.0101521162885,0.938622728618
343,000402.XSHE,600362.XSHG,-4.45419117281,0.00145501017628,0.964689481457
344,000402.XSHE,600703.XSHG,-4.31369665543,0.00243735725921,0.880925648666
345,000402.XSHE,600909.XSHG,-3.45486399114,0.0366118884195,0.972124055658
346,000402.XSHE,601012.XSHG,-3.57299859642,0.026449956319,0.875468418231
347,000402.XSHE,601066.XSHG,-3.81199623842,0.0130647879622,-0.829039622989
348,000402.XSHE,601111.XSHG,-4.66792963278,0.000640152223437,0.93741996286
349,000402.XSHE,601216.XSHG,-3.66163572334,0.0205123816194,0.927411962756
350,000402.XSHE,601881.XSHG,-3.48322826282,0.0339114100465,0.94257194361
351,000402.XSHE,601997.XSHG,-4.28033501184,0.00274716417009,0.949852924619
352,000402.XSHE,603799.XSHG,-3.74081492038,0.016225196563,0.737561915123
353,000402.XSHE,603833.XSHG,-3.51132442878,0.0314046204974,0.846015267081
354,000402.XSHE,603858.XSHG,-3.67478251843,0.0197386296167,0.861748941768
355,000402.XSHE,603993.XSHG,-4.10309810777,0.0050909655084,0.867023631109
356,000408.XSHE,000423.XSHE,-3.39119609662,0.0433377668897,0.904835132867
357,000408.XSHE,000503.XSHE,-3.78612074568,0.014144313948,0.946519631391
358,000408.XSHE,000786.XSHE,-4.09214312706,0.00528327297839,0.898236853151
359,000408.XSHE,000792.XSHE,-3.40056939293,0.0422872673157,0.927151542112
360,000408.XSHE,002202.XSHE,-3.71585206191,0.017483014377,0.907610100983
361,000408.XSHE,002310.XSHE,-3.47433182777,0.0347396656404,0.890585960233
362,000408.XSHE,002352.XSHE,-3.66245806275,0.0204632206505,0.928401761839
363,000408.XSHE,002415.XSHE,-3.51648311452,0.0309619041605,0.903034151081
364,000408.XSHE,002460.XSHE,-3.57833858476,0.0260544062396,0.914202206236
365,000408.XSHE,002466.XSHE,-3.66434275247,0.020350936898,0.923324827899
366,000408.XSHE,300024.XSHE,-3.41942393026,0.0402384153582,0.888923528675
367,000408.XSHE,300070.XSHE,-3.49301992461,0.0330191931783,0.929709114681
368,000408.XSHE,300251.XSHE,-3.8029741064,0.0134326083296,0.921810842532
369,000408.XSHE,300296.XSHE,-3.38124844994,0.044476298171,0.912669603105
370,000408.XSHE,600066.XSHG,-3.3367340142,0.0498793430027,0.899488640339
371,000408.XSHE,600739.XSHG,-3.45148951724,0.0369449048193,0.924535355207
372,000408.XSHE,600816.XSHG,-3.48480491552,0.033766381498,0.921456536338
373,000408.XSHE,601155.XSHG,-3.37173028258,0.0455888223771,0.832120745527
374,000408.XSHE,601229.XSHG,-4.2934836553,0.00262096433927,-0.788181971253
375,000408.XSHE,603799.XSHG,-3.62492833218,0.0228139826841,0.902758022296
376,000408.XSHE,603993.XSHG,-3.51467624242,0.0311163609302,0.940949836187
377,000413.XSHE,000627.XSHE,-3.50509688563,0.0319462276985,0.955972996238
378,000413.XSHE,000786.XSHE,-3.71250661954,0.0176579142197,0.933083036371
379,000413.XSHE,002202.XSHE,-4.6830958144,0.000602947769046,0.961593807062
380,000413.XSHE,002236.XSHE,-3.51663147814,0.0309492506433,0.949340764624
381,000413.XSHE,002271.XSHE,-3.82202077385,0.0126665910508,0.9601590239
382,000413.XSHE,002352.XSHE,-3.71849101504,0.0173461222995,0.938203914255
383,000413.XSHE,002456.XSHE,-3.83055013341,0.0123363004,0.867891817412
384,000413.XSHE,002460.XSHE,-3.7377781866,0.0163738382423,0.892695836673
385,000413.XSHE,002466.XSHE,-3.90082841515,0.00989332092686,0.919148233796
386,000413.XSHE,002625.XSHE,-3.52794406208,0.029997311827,0.951913364278
387,000413.XSHE,300070.XSHE,-3.80929916187,0.0131737979226,0.941689822085
388,000413.XSHE,300124.XSHE,-3.47490820229,0.034685492091,0.756520106499
389,000413.XSHE,600004.XSHG,-3.47425968704,0.0347464511933,0.883827717617
390,000413.XSHE,600018.XSHG,-3.42807731498,0.0393262676152,0.925914755769
391,000413.XSHE,600029.XSHG,-4.06347570881,0.00581817227746,0.927001740174
392,000413.XSHE,600066.XSHG,-3.38757215363,0.0437496954338,0.945905427538
393,000413.XSHE,600115.XSHG,-3.4209911681,0.040071913106,0.898899022992
394,000413.XSHE,600208.XSHG,-3.47002809602,0.0351464388706,0.928329025495
395,000413.XSHE,600233.XSHG,-3.34897723808,0.0483419955741,0.93435182599
396,000413.XSHE,600415.XSHG,-3.80656010878,0.0132853281928,0.970212230077
397,000413.XSHE,600816.XSHG,-3.72265591688,0.017131984411,0.962066185215
398,000413.XSHE,601018.XSHG,-4.27110884398,0.0028390350109,0.976257390765
399,000413.XSHE,601111.XSHG,-3.80036156336,0.0135408157262,0.9159036899
400,000413.XSHE,601229.XSHG,-3.44056198223,0.0380408538469,-0.721049742226
401,000413.XSHE,603799.XSHG,-3.68311234466,0.0192616487473,0.86923768604
402,000413.XSHE,603858.XSHG,-3.61359135616,0.0235685931246,0.946042606454
403,000413.XSHE,603993.XSHG,-4.16406457414,0.00413243174213,0.949196458389
404,000415.XSHE,600977.XSHG,-3.4805089388,0.0341627862592,0.877067488236
405,000415.XSHE,601198.XSHG,-3.58927782802,0.0252599559895,0.922675878657
406,000415.XSHE,603858.XSHG,-3.82456443789,0.012567278923,0.894836732551
407,000423.XSHE,000786.XSHE,-4.10940930292,0.0049830910339,0.939083181102
408,000423.XSHE,000792.XSHE,-3.37578463848,0.045112142689,0.921988235197
409,000423.XSHE,002050.XSHE,-3.44784237309,0.0373076935184,0.935959742698
410,000423.XSHE,002236.XSHE,-5.61875098635,1.02903989906e-05,0.946610295683
411,000423.XSHE,002241.XSHE,-3.58880612468,0.0252937776786,0.94432724699
412,000423.XSHE,002271.XSHE,-3.3450907321,0.0488257218817,0.932157016294
413,000423.XSHE,002352.XSHE,-4.58375894932,0.000889051583723,0.924596760119
414,000423.XSHE,002415.XSHE,-3.94707401728,0.00853144006949,0.924428286783
415,000423.XSHE,002456.XSHE,-3.69407702134,0.0186491392045,0.857527382257
416,000423.XSHE,002460.XSHE,-4.9838294294,0.000176289213118,0.866180559902
417,000423.XSHE,002466.XSHE,-4.26292692351,0.00292286696158,0.896134411206
418,000423.XSHE,002625.XSHE,-4.10714740019,0.00502151107945,0.944832885113
419,000423.XSHE,002797.XSHE,-3.63013542556,0.0224744547131,0.936509975185
420,000423.XSHE,002925.XSHE,-4.38006209594,0.00191481117368,0.859756936535
421,000423.XSHE,300072.XSHE,-3.51741868103,0.0308821859358,0.956908361377
422,000423.XSHE,300124.XSHE,-3.73218511351,0.0166507396805,0.759469851214
423,000423.XSHE,300251.XSHE,-4.49896434281,0.00122947711769,0.93440535396
424,000423.XSHE,300433.XSHE,-4.26572281699,0.00289396721517,0.932782916648
425,000423.XSHE,600029.XSHG,-3.8916897429,0.0101843954324,0.916234039815
426,000423.XSHE,600066.XSHG,-3.97176759776,0.00787542558043,0.95320530236
427,000423.XSHE,600221.XSHG,-3.34504663306,0.048831233392,0.892818087711
428,000423.XSHE,600398.XSHG,-3.45466674102,0.0366312846151,0.685563252814
429,000423.XSHE,600703.XSHG,-3.72145069646,0.0171937110985,0.93053844948
430,000423.XSHE,600816.XSHG,-3.62267983276,0.0229619627125,0.941678926338
431,000423.XSHE,601108.XSHG,-4.04617218313,0.00616435982481,0.940768925748
432,000423.XSHE,601111.XSHG,-3.55084018223,0.0281468671333,0.886408861792
433,000423.XSHE,601155.XSHG,-3.74413749324,0.0160639231778,0.91112011241
434,000423.XSHE,601229.XSHG,-4.01298157946,0.00688107753138,-0.765189736775
435,000423.XSHE,601633.XSHG,-4.12037109353,0.0048006625315,0.962900630617
436,000423.XSHE,603799.XSHG,-3.97727286706,0.00773551039021,0.864961880387
437,000423.XSHE,603833.XSHG,-3.43836711412,0.0382642450803,0.925003210555
438,000423.XSHE,603993.XSHG,-6.30781199721,3.41978433272e-07,0.919596144151
439,000425.XSHE,002411.XSHE,-3.92476924986,0.0091657472603,0.686822112128
440,000425.XSHE,600398.XSHG,-3.6482287787,0.0213284827407,0.661245511683
441,000425.XSHE,600518.XSHG,-3.9026712058,0.00983553576322,0.706302226677
442,000503.XSHE,000792.XSHE,-3.46445803987,0.0356788657987,0.939694044889
443,000503.XSHE,002294.XSHE,-3.5628606848,0.0272151066108,0.957533973833
444,000503.XSHE,002352.XSHE,-3.41001535966,0.0412501865929,0.933968157277
445,000503.XSHE,002415.XSHE,-3.38586155012,0.0439452656193,0.937940152482
446,000503.XSHE,300024.XSHE,-3.89580926237,0.0100522510531,0.932482008649
447,000503.XSHE,300124.XSHE,-3.67347260275,0.0198145668108,0.881469760469
448,000503.XSHE,300296.XSHE,-3.66957767457,0.0200418652934,0.952171049783
449,000503.XSHE,601229.XSHG,-4.42355233356,0.00163094203896,-0.823391186648
450,000503.XSHE,603799.XSHG,-3.50978639031,0.0315376517905,0.919429937911
451,000503.XSHE,603858.XSHG,-3.37566567641,0.0451260702139,0.946076288125
452,000503.XSHE,603993.XSHG,-3.60195579187,0.0243654080561,0.949649857563
453,000538.XSHE,000553.XSHE,-3.79335600398,0.013834790795,0.920205045728
454,000538.XSHE,600352.XSHG,-3.34147226786,0.0492796669133,0.903238940279
455,000538.XSHE,600398.XSHG,-4.08553367373,0.00540246976844,0.902002609274
456,000553.XSHE,000963.XSHE,-3.4500019523,0.0370925157171,0.623729911281
457,000553.XSHE,002411.XSHE,-3.46961157951,0.0351860191423,0.792087333229
458,000553.XSHE,002422.XSHE,-3.33723482193,0.0498156780148,0.715053600038
459,000553.XSHE,300124.XSHE,-3.75354779319,0.0156147820089,0.775841355805
460,000553.XSHE,300408.XSHE,-3.82558944304,0.0125274553716,0.721607436806
461,000553.XSHE,600104.XSHG,-3.5388109137,0.0291065081615,0.799514434496
462,000553.XSHE,600352.XSHG,-3.33895075375,0.0495980477757,0.907231546973
463,000553.XSHE,600398.XSHG,-5.64981043291,8.88579418753e-06,0.872557759216
464,000553.XSHE,600518.XSHG,-3.52442228366,0.0302909519429,0.824497422182
465,000553.XSHE,600566.XSHG,-3.54174112793,0.0288702095705,0.754691246889
466,000553.XSHE,600809.XSHG,-4.82593960429,0.000339570977608,0.949251671441
467,000553.XSHE,600867.XSHG,-4.50631376661,0.00119573330581,0.884436628058
468,000553.XSHE,603260.XSHG,-4.67719374396,0.000617177525281,0.896436466769
469,000568.XSHE,002294.XSHE,-3.66286764925,0.020438773074,0.938612621624
470,000568.XSHE,300124.XSHE,-3.92201257236,0.00924700838266,0.830973361739
471,000568.XSHE,600196.XSHG,-3.50229146222,0.0321927952717,0.938500723355
472,000568.XSHE,600398.XSHG,-5.42745446165,2.50228514613e-05,0.896543433666
473,000568.XSHE,601229.XSHG,-3.37593750124,0.0450942514646,-0.71752331196
474,000568.XSHE,603260.XSHG,-3.41624592786,0.04057782149,0.825846949101
475,000625.XSHE,000651.XSHE,-3.72080876625,0.0172266677631,0.938972080811
476,000625.XSHE,000786.XSHE,-3.46976568648,0.0351713704506,0.926817586469
477,000625.XSHE,002001.XSHE,-3.39538870427,0.0428652312968,0.941102620815
478,000625.XSHE,002236.XSHE,-3.57385114275,0.026386461566,0.950700193992
479,000625.XSHE,002271.XSHE,-3.47648219351,0.0345379159958,0.95653052098
480,000625.XSHE,002466.XSHE,-3.40535369451,0.0417593092639,0.876748409572
481,000625.XSHE,002797.XSHE,-4.30717871292,0.00249522387225,0.972078395906
482,000625.XSHE,002925.XSHE,-4.95987755329,0.000194991525351,0.895546547279
483,000625.XSHE,300072.XSHE,-3.51043897112,0.0314811489746,0.976951992713
484,000625.XSHE,300124.XSHE,-3.35995908727,0.0469964946945,0.694008499617
485,000625.XSHE,300251.XSHE,-5.34864765627,3.58001195634e-05,0.960029425347
486,000625.XSHE,600018.XSHG,-3.79647529484,0.0137032057807,0.961358580294
487,000625.XSHE,600029.XSHG,-3.33731101406,0.0498059979845,0.94551357216
488,000625.XSHE,600153.XSHG,-3.77869587596,0.0144682927542,0.974689197808
489,000625.XSHE,600176.XSHG,-3.48395957634,0.0338440746684,0.929135628628
490,000625.XSHE,600362.XSHG,-4.1268011316,0.00469650607754,0.961628456498
491,000625.XSHE,601108.XSHG,-4.28414681345,0.00271001390923,0.974873171958
492,000625.XSHE,601155.XSHG,-3.39359179042,0.0430672277534,0.927795634622
493,000625.XSHE,603799.XSHG,-3.47568915981,0.0346122036826,0.828862545754
494,000627.XSHE,000786.XSHE,-4.13140526389,0.00462319704594,0.914332526647
495,000627.XSHE,000792.XSHE,-3.37966662561,0.0446596110036,0.941323881937
496,000627.XSHE,000826.XSHE,-3.36414720259,0.0464915889257,0.954779920888
497,000627.XSHE,002236.XSHE,-3.64950046122,0.0212498813809,0.91765441636
498,000627.XSHE,002271.XSHE,-3.56468996473,0.0270756558645,0.938229714612
499,000627.XSHE,002294.XSHE,-3.6812064146,0.019369889667,0.914654655455
500,000627.XSHE,002310.XSHE,-3.36352857233,0.0465658852169,0.887445444377
501,000627.XSHE,002415.XSHE,-3.89507483154,0.0100756970053,0.925802041032
502,000627.XSHE,002456.XSHE,-3.37308738618,0.0454288018929,0.844377265569
503,000627.XSHE,002460.XSHE,-3.89506290659,0.0100760781002,0.88754765177
504,000627.XSHE,002466.XSHE,-3.91595372058,0.00942788343227,0.898071855573
505,000627.XSHE,002624.XSHE,-4.60073540006,0.000832504841884,0.893016049492
506,000627.XSHE,002625.XSHE,-5.0250117718,0.000148060995256,0.947109081703
507,000627.XSHE,002773.XSHE,-3.34166632963,0.049255233482,0.838474419497
508,000627.XSHE,002925.XSHE,-4.34936410427,0.00214206617916,0.833904184761
509,000627.XSHE,300024.XSHE,-4.20585627767,0.00357398258664,0.898588017211
510,000627.XSHE,300070.XSHE,-4.81910834984,0.000349168889389,0.948076253998
511,000627.XSHE,300124.XSHE,-4.33077703925,0.00229154644446,0.80791916298
512,000627.XSHE,300251.XSHE,-4.32408065504,0.00234772293987,0.908101197491
513,000627.XSHE,300296.XSHE,-4.0797487297,0.00550879767463,0.898446002487
514,000627.XSHE,600004.XSHG,-3.65078328752,0.0211708462187,0.853709240913
515,000627.XSHE,600029.XSHG,-4.05928304144,0.00590039512774,0.888326236483
516,000627.XSHE,600066.XSHG,-3.56792821973,0.02683029796,0.910741922815
517,000627.XSHE,600111.XSHG,-3.99000457864,0.00742047617617,0.9473621492
518,000627.XSHE,600115.XSHG,-3.64052611801,0.0218099917419,0.879154899082
519,000627.XSHE,600208.XSHG,-3.465806437,0.0355493556967,0.923771674877
520,000627.XSHE,600221.XSHG,-3.41876772656,0.040308301712,0.868224032275
521,000627.XSHE,600233.XSHG,-3.65561054601,0.0208757216542,0.919796385478
522,000627.XSHE,600535.XSHG,-3.92317234252,0.00921274242572,0.841759558108
523,000627.XSHE,600998.XSHG,-3.88369908675,0.0104451489025,0.886211701988
524,000627.XSHE,601066.XSHG,-3.64565660279,0.0214882381783,-0.817347057863
525,000627.XSHE,601111.XSHG,-3.55779448714,0.027604534971,0.865081267512
526,000627.XSHE,601155.XSHG,-3.40703524769,0.0415750574535,0.879338304962
527,000627.XSHE,601198.XSHG,-3.5472715895,0.0284286875775,0.935421243375
528,000627.XSHE,601229.XSHG,-4.35400583394,0.00210617203434,-0.707657389125
529,000627.XSHE,603799.XSHG,-4.1249086317,0.0047269455335,0.858102542096
530,000627.XSHE,603833.XSHG,-3.93907129205,0.00875434061935,0.918121546252
531,000627.XSHE,603858.XSHG,-4.9951480068,0.000168057897381,0.950573304575
532,000627.XSHE,603986.XSHG,-3.35690436457,0.0473676150251,0.794127129098
533,000627.XSHE,603993.XSHG,-4.32305387418,0.00235644839519,0.944835655592
534,000630.XSHE,002925.XSHE,-3.71480560538,0.0175375593576,0.86103900278
535,000630.XSHE,300017.XSHE,-3.36881325979,0.0459343597518,0.79267922485
536,000630.XSHE,600153.XSHG,-3.74511259617,0.0160168611642,0.98383890735
537,000630.XSHE,600176.XSHG,-3.90046458127,0.00990476564025,0.946726283234
538,000630.XSHE,600219.XSHG,-4.18761063289,0.00380868700247,0.975295979378
539,000630.XSHE,600606.XSHG,-3.4750076846,0.0346761489601,0.87316497463
540,000630.XSHE,600705.XSHG,-3.6121415883,0.0236666308209,0.940194822923
541,000630.XSHE,600909.XSHG,-3.69080452734,0.0188301413862,0.972024513125
542,000630.XSHE,601066.XSHG,-3.62021154981,0.0231253627544,-0.907932656945
543,000630.XSHE,601111.XSHG,-3.88060436664,0.0105477271605,0.959876033118
544,000630.XSHE,601878.XSHG,-4.0674137887,0.00574189051048,0.978795674516
545,000630.XSHE,601933.XSHG,-3.99541598198,0.00729011562101,0.959347500329
546,000630.XSHE,601997.XSHG,-3.72843653587,0.0168386167198,0.954025915157
547,000630.XSHE,601998.XSHG,-3.41413439773,0.0408046510706,0.851882047419
548,000651.XSHE,002001.XSHE,-3.71861426134,0.017339752086,0.925570872333
549,000651.XSHE,002050.XSHE,-4.82613095539,0.00033930576079,0.962105302877
550,000651.XSHE,002085.XSHE,-3.66988449854,0.0200238777731,0.91624949575
551,000651.XSHE,002236.XSHE,-4.17197820625,0.00402091750834,0.925843713037
552,000651.XSHE,002241.XSHE,-3.54596693976,0.0285323197983,0.91150485837
553,000651.XSHE,002466.XSHE,-3.82759454315,0.0124498767369,0.859749615946
554,000651.XSHE,002508.XSHE,-3.47395176223,0.0347754271812,0.944154505393
555,000651.XSHE,002625.XSHE,-3.37537617699,0.0451599783601,0.875524862531
556,000651.XSHE,002797.XSHE,-4.35076535171,0.00213117120497,0.938853990899
557,000651.XSHE,002925.XSHE,-3.69874212627,0.0183937397651,0.82463052054
558,000651.XSHE,300072.XSHE,-3.70921983185,0.0178312376495,0.9279792699
559,000651.XSHE,300124.XSHE,-3.58554757939,0.0255284858189,0.67401513714
560,000651.XSHE,300251.XSHE,-3.87925083218,0.0105928735965,0.902617502139
561,000651.XSHE,300433.XSHE,-3.55965963503,0.027460612971,0.90124300589
562,000651.XSHE,600018.XSHG,-3.43867356797,0.0382329885361,0.901731475904
563,000651.XSHE,600153.XSHG,-3.41317905483,0.0409076258045,0.919189969206
564,000651.XSHE,600188.XSHG,-3.49502614418,0.0328388640844,0.901418690297
565,000651.XSHE,600221.XSHG,-3.46878692917,0.0352644941453,0.874259867305
566,000651.XSHE,600271.XSHG,-3.33716251554,0.0498248658037,-0.730037868308
567,000651.XSHE,600362.XSHG,-3.84730600169,0.0117096355317,0.925436171214
568,000651.XSHE,600398.XSHG,-3.53414508983,0.0294861795946,0.667082032539
569,000651.XSHE,600703.XSHG,-3.49667477588,0.032691302687,0.899254059758
570,000651.XSHE,600816.XSHG,-3.55831034091,0.0275646651893,0.915851881959
571,000651.XSHE,600977.XSHG,-3.46110023865,0.0360031048705,0.849192673955
572,000651.XSHE,601108.XSHG,-3.6209089247,0.0230790950018,0.907662230063
573,000651.XSHE,601155.XSHG,-3.35235386567,0.0479249463931,0.915000752601
574,000651.XSHE,601229.XSHG,-3.59937306311,0.0245453945166,-0.655097066524
575,000651.XSHE,601360.XSHG,-3.34226228321,0.0491802620604,0.863953846868
576,000651.XSHE,601633.XSHG,-4.47205201023,0.00136077659736,0.93868897518
577,000651.XSHE,601828.XSHG,-3.4326613619,0.0388501290957,0.904747090963
578,000651.XSHE,601919.XSHG,-3.5631664393,0.0271917553726,0.932692409712
579,000651.XSHE,603799.XSHG,-3.59926236985,0.0245531341158,0.802441018314
580,000661.XSHE,000709.XSHE,-3.56345827858,0.0271694829028,-0.707417482451
581,000661.XSHE,002142.XSHE,-4.18993608724,0.00377800762169,-0.710639473059
582,000661.XSHE,600000.XSHG,-3.59011802164,0.0251998095498,-0.754140800082
583,000661.XSHE,600015.XSHG,-3.35540878716,0.0475501949847,-0.690083142606
584,000661.XSHE,600016.XSHG,-3.46876007584,0.0352670520323,-0.685854804257
585,000661.XSHE,600436.XSHG,-3.43386706079,0.0387257010826,0.855950644122
586,000661.XSHE,601166.XSHG,-4.33125034746,0.00228762323685,-0.741309748698
587,000661.XSHE,601328.XSHG,-4.02339395036,0.00664851475555,-0.662987844278
588,000661.XSHE,601818.XSHG,-3.68541336523,0.0191316733138,-0.689020621486
589,000661.XSHE,601888.XSHG,-3.80809416669,0.0132227610166,0.80946581237
590,000671.XSHE,000776.XSHE,-4.24420273312,0.00312336032205,0.968858860846
591,000671.XSHE,000826.XSHE,-3.3916677696,0.0432843906236,0.797084190672
592,000671.XSHE,002007.XSHE,-3.60029703687,0.0244808729089,-0.7925487782
593,000671.XSHE,002032.XSHE,-3.50910564322,0.0315966852138,-0.661693144266
594,000671.XSHE,002085.XSHE,-3.72361180303,0.0170831658871,0.902360477862
595,000671.XSHE,002202.XSHE,-4.28002941258,0.00275016281101,0.846948804301
596,000671.XSHE,002271.XSHE,-4.3257780395,0.00233336424313,0.882534439835
597,000671.XSHE,002468.XSHE,-3.69440803073,0.0186309159365,0.797938803314
598,000671.XSHE,002555.XSHE,-4.4119050361,0.00170286433258,0.911324245146
599,000671.XSHE,002558.XSHE,-3.563533319,0.0271637585288,0.921577819017
600,000671.XSHE,002601.XSHE,-4.57106065448,0.000933680798183,0.827506393634
601,000671.XSHE,002625.XSHE,-3.6173146648,0.0233184180426,0.832980559551
602,000671.XSHE,002925.XSHE,-5.29507945464,4.5544604224e-05,0.804373274371
603,000671.XSHE,300017.XSHE,-4.27979528708,0.00275246216861,0.758183348578
604,000671.XSHE,300296.XSHE,-4.14342678261,0.00443667984722,0.652161626328
605,000671.XSHE,600010.XSHG,-3.73595658309,0.016463574652,0.946541706888
606,000671.XSHE,600018.XSHG,-4.42373626469,0.00162982925191,0.889050355754
607,000671.XSHE,600019.XSHG,-4.27627747109,0.00278722482177,0.77232303574
